State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,250.00","4,300.00","3,850.00",Rs./Quintal,2,Metric Tonnes,30-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,500.00","6,250.00","5,150.00",Rs./Quintal,3,Metric Tonnes,30-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,100.00","3,100.00","2,450.00",Rs./Quintal,1.5,Metric Tonnes,29-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,100.00","4,350.00","3,800.00",Rs./Quintal,2.5,Metric Tonnes,29-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,250.00","6,300.00","5,450.00",Rs./Quintal,3,Metric Tonnes,29-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,100.00","3,050.00","2,600.00",Rs./Quintal,1.2,Metric Tonnes,29-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,000.00","3,950.00","3,500.00",Rs./Quintal,1.8,Metric Tonnes,29-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,100.00","6,150.00","5,250.00",Rs./Quintal,2.8,Metric Tonnes,29-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,100.00","3,050.00","2,650.00",Rs./Quintal,1,Metric Tonnes,28-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,100.00","3,950.00","3,600.00",Rs./Quintal,2,Metric Tonnes,28-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,150.00","6,250.00","5,350.00",Rs./Quintal,3,Metric Tonnes,28-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,200.00","3,100.00","2,600.00",Rs./Quintal,1.5,Metric Tonnes,27-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,200.00","3,800.00","3,600.00",Rs./Quintal,2.8,Metric Tonnes,27-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,000.00","6,350.00","5,500.00",Rs./Quintal,4.5,Metric Tonnes,27-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,200.00","3,250.00","2,800.00",Rs./Quintal,1.5,Metric Tonnes,26-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"4,350.00","6,250.00","5,350.00",Rs./Quintal,4,Metric Tonnes,26-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"3,100.00","4,200.00","3,800.00",Rs./Quintal,3,Metric Tonnes,26-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,200.00","3,000.00","2,650.00",Rs./Quintal,1,Metric Tonnes,26-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,100.00","3,850.00","3,550.00",Rs./Quintal,2.5,Metric Tonnes,26-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,050.00","6,300.00","5,300.00",Rs./Quintal,4,Metric Tonnes,26-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,800.00","4,000.00","3,600.00",Rs./Quintal,0.9,Metric Tonnes,25-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,050.00","4,100.00","3,800.00",Rs./Quintal,2.1,Metric Tonnes,25-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,000.00","6,000.00","5,100.00",Rs./Quintal,2.2,Metric Tonnes,25-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,850.00","3,850.00","3,200.00",Rs./Quintal,2,Metric Tonnes,24-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,000.00","4,200.00","3,750.00",Rs./Quintal,1.5,Metric Tonnes,24-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,250.00","6,000.00","5,300.00",Rs./Quintal,3,Metric Tonnes,24-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,400.00","3,055.00","2,775.00",Rs./Quintal,1,Metric Tonnes,24-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,200.00","3,950.00","3,650.00",Rs./Quintal,3,Metric Tonnes,24-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,100.00","6,250.00","5,500.00",Rs./Quintal,4.5,Metric Tonnes,24-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,800.00","3,900.00","3,150.00",Rs./Quintal,1.5,Metric Tonnes,23-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,100.00","4,150.00","3,700.00",Rs./Quintal,2,Metric Tonnes,23-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,150.00","6,150.00","5,250.00",Rs./Quintal,3.5,Metric Tonnes,23-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,100.00","2,900.00","2,575.00",Rs./Quintal,1,Metric Tonnes,22-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,200.00","4,250.00","3,850.00",Rs./Quintal,3,Metric Tonnes,22-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,275.00","6,350.00","5,475.00",Rs./Quintal,4,Metric Tonnes,22-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,200.00","3,175.00","2,850.00",Rs./Quintal,1.5,Metric Tonnes,21-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,000.00","4,000.00","3,650.00",Rs./Quintal,1.5,Metric Tonnes,21-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,055.00","6,250.00","5,550.00",Rs./Quintal,2.5,Metric Tonnes,21-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,200.00","2,950.00","2,550.00",Rs./Quintal,1,Metric Tonnes,20-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,150.00","4,215.00","3,815.00",Rs./Quintal,2,Metric Tonnes,20-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,150.00","6,250.00","5,250.00",Rs./Quintal,4.5,Metric Tonnes,20-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,200.00","3,100.00","2,850.00",Rs./Quintal,1,Metric Tonnes,20-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,150.00","4,205.00","3,850.00",Rs./Quintal,2,Metric Tonnes,20-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,450.00","6,250.00","5,475.00",Rs./Quintal,3,Metric Tonnes,20-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,500.00","3,150.00","2,800.00",Rs./Quintal,1,Metric Tonnes,19-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,005.00","4,150.00","3,550.00",Rs./Quintal,2,Metric Tonnes,19-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,100.00","6,200.00","5,150.00",Rs./Quintal,4,Metric Tonnes,19-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,200.00","3,100.00","2,650.00",Rs./Quintal,2,Metric Tonnes,19-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,105.00","4,075.00","3,655.00",Rs./Quintal,3,Metric Tonnes,19-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,150.00","6,300.00","5,250.00",Rs./Quintal,5,Metric Tonnes,19-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,100.00","2,850.00","2,450.00",Rs./Quintal,1,Metric Tonnes,18-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,200.00","4,300.00","3,800.00",Rs./Quintal,3,Metric Tonnes,18-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,200.00","6,300.00","5,100.00",Rs./Quintal,4,Metric Tonnes,18-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,800.00","4,000.00","3,600.00",Rs./Quintal,1,Metric Tonnes,18-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,050.00","4,100.00","3,800.00",Rs./Quintal,1.2,Metric Tonnes,18-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,000.00","6,000.00","5,100.00",Rs./Quintal,1.5,Metric Tonnes,18-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,600.00","4,300.00","3,750.00",Rs./Quintal,1.5,Metric Tonnes,17-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,200.00","5,200.00","4,450.00",Rs./Quintal,1.5,Metric Tonnes,17-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,300.00","5,650.00","4,800.00",Rs./Quintal,2,Metric Tonnes,17-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,125.00","3,415.00","2,675.00",Rs./Quintal,1,Metric Tonnes,17-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,100.00","4,200.00","3,600.00",Rs./Quintal,1.5,Metric Tonnes,17-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,250.00","6,250.00","5,550.00",Rs./Quintal,3.5,Metric Tonnes,17-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,150.00","3,000.00","2,550.00",Rs./Quintal,2,Metric Tonnes,17-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,055.00","4,075.00","3,650.00",Rs./Quintal,3,Metric Tonnes,17-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,175.00","6,450.00","5,555.00",Rs./Quintal,4.5,Metric Tonnes,17-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,400.00","4,400.00","3,850.00",Rs./Quintal,1,Metric Tonnes,16-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,100.00","5,100.00","4,350.00",Rs./Quintal,2,Metric Tonnes,16-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,150.00","5,600.00","4,950.00",Rs./Quintal,2.5,Metric Tonnes,16-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,100.00","3,100.00","2,750.00",Rs./Quintal,1.2,Metric Tonnes,16-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,200.00","4,000.00","3,500.00",Rs./Quintal,1.5,Metric Tonnes,16-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,200.00","6,450.00","5,400.00",Rs./Quintal,2,Metric Tonnes,16-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,500.00","4,500.00","3,800.00",Rs./Quintal,2,Metric Tonnes,15-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,000.00","5,000.00","4,200.00",Rs./Quintal,1.5,Metric Tonnes,15-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,000.00","5,500.00","4,500.00",Rs./Quintal,2,Metric Tonnes,15-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,050.00","3,050.00","2,650.00",Rs./Quintal,2,Metric Tonnes,15-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,100.00","4,150.00","3,810.00",Rs./Quintal,3,Metric Tonnes,15-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,250.00","6,300.00","5,510.00",Rs./Quintal,4.5,Metric Tonnes,15-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,100.00","3,500.00","2,850.00",Rs./Quintal,1,Metric Tonnes,14-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,100.00","4,200.00","3,650.00",Rs./Quintal,1,Metric Tonnes,14-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,200.00","6,350.00","5,800.00",Rs./Quintal,3,Metric Tonnes,14-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,250.00","3,600.00","2,800.00",Rs./Quintal,1.2,Metric Tonnes,13-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,050.00","4,100.00","3,655.00",Rs./Quintal,1.5,Metric Tonnes,13-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,170.00","6,355.00","5,760.00",Rs./Quintal,2.8,Metric Tonnes,13-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,200.00","3,200.00","2,750.00",Rs./Quintal,1.5,Metric Tonnes,13-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,250.00","4,100.00","3,600.00",Rs./Quintal,2,Metric Tonnes,13-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,250.00","6,500.00","5,450.00",Rs./Quintal,3,Metric Tonnes,13-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,200.00","3,050.00","2,650.00",Rs./Quintal,1,Metric Tonnes,12-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,105.00","4,250.00","3,815.00",Rs./Quintal,2,Metric Tonnes,12-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,450.00","6,350.00","5,455.00",Rs./Quintal,4,Metric Tonnes,12-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,150.00","3,100.00","2,650.00",Rs./Quintal,1.2,Metric Tonnes,12-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,150.00","4,150.00","3,875.00",Rs./Quintal,2.5,Metric Tonnes,12-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,250.00","6,425.00","5,525.00",Rs./Quintal,2,Metric Tonnes,12-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,150.00","2,800.00","2,510.00",Rs./Quintal,1,Metric Tonnes,11-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,160.00","4,300.00","3,670.00",Rs./Quintal,3.1,Metric Tonnes,11-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,410.00","6,360.00","5,350.00",Rs./Quintal,3,Metric Tonnes,11-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,500.00","4,000.00","3,100.00",Rs./Quintal,1,Metric Tonnes,10-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,000.00","4,000.00","3,600.00",Rs./Quintal,2,Metric Tonnes,10-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,000.00","6,000.00","5,000.00",Rs./Quintal,1.5,Metric Tonnes,10-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,100.00","2,850.00","2,505.00",Rs./Quintal,1,Metric Tonnes,10-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,150.00","4,250.00","3,650.00",Rs./Quintal,3,Metric Tonnes,10-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,400.00","6,350.00","5,355.00",Rs./Quintal,3.5,Metric Tonnes,10-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,800.00","4,000.00","3,600.00",Rs./Quintal,1.2,Metric Tonnes,09-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,000.00","4,100.00","3,700.00",Rs./Quintal,1.2,Metric Tonnes,09-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"3,800.00","5,800.00","5,100.00",Rs./Quintal,1.5,Metric Tonnes,09-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,100.00","3,100.00","2,600.00",Rs./Quintal,1.2,Metric Tonnes,09-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,300.00","4,000.00","3,700.00",Rs./Quintal,2,Metric Tonnes,09-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,100.00","6,250.00","5,500.00",Rs./Quintal,1.5,Metric Tonnes,09-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,175.00","3,200.00","2,650.00",Rs./Quintal,2,Metric Tonnes,08-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,250.00","4,050.00","3,675.00",Rs./Quintal,2.5,Metric Tonnes,08-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,200.00","6,350.00","5,550.00",Rs./Quintal,2,Metric Tonnes,08-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,200.00","3,175.00","2,850.00",Rs./Quintal,1.5,Metric Tonnes,07-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,150.00","4,150.00","3,650.00",Rs./Quintal,2,Metric Tonnes,07-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,055.00","6,250.00","5,550.00",Rs./Quintal,3.5,Metric Tonnes,07-11-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,200.00","3,150.00","2,850.00",Rs./Quintal,2,Metric Tonnes,07-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,150.00","4,350.00","3,750.00",Rs./Quintal,3,Metric Tonnes,07-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,500.00","6,600.00","5,550.00",Rs./Quintal,2,Metric Tonnes,07-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,100.00","3,100.00","2,750.00",Rs./Quintal,2,Metric Tonnes,06-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,150.00","4,250.00","3,650.00",Rs./Quintal,3,Metric Tonnes,06-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,400.00","6,300.00","5,650.00",Rs./Quintal,2,Metric Tonnes,06-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,200.00","3,250.00","2,800.00",Rs./Quintal,1.5,Metric Tonnes,05-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,100.00","4,200.00","3,800.00",Rs./Quintal,3,Metric Tonnes,05-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,350.00","6,250.00","5,350.00",Rs./Quintal,2,Metric Tonnes,05-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,150.00","3,000.00","2,660.00",Rs./Quintal,2.5,Metric Tonnes,04-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,000.00","3,850.00","3,500.00",Rs./Quintal,3.2,Metric Tonnes,04-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,150.00","6,300.00","5,550.00",Rs./Quintal,3.5,Metric Tonnes,04-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,100.00","2,950.00","2,655.00",Rs./Quintal,2,Metric Tonnes,03-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,000.00","3,800.00","3,450.00",Rs./Quintal,3,Metric Tonnes,03-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,100.00","6,300.00","5,500.00",Rs./Quintal,3,Metric Tonnes,03-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,150.00","3,155.00","2,600.00",Rs./Quintal,1.5,Metric Tonnes,03-01-2026
