State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,100.00","4,100.00","3,650.00",Rs./Quintal,2,Metric Tonnes,03-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,150.00","6,350.00","5,500.00",Rs./Quintal,3,Metric Tonnes,03-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,050.00","2,850.00","2,650.00",Rs./Quintal,1,Metric Tonnes,02-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"4,150.00","6,250.00","5,350.00",Rs./Quintal,3.5,Metric Tonnes,02-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"3,175.00","3,950.00","3,550.00",Rs./Quintal,2,Metric Tonnes,02-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,100.00","3,025.00","2,565.00",Rs./Quintal,1.5,Metric Tonnes,02-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,150.00","4,025.00","3,575.00",Rs./Quintal,2,Metric Tonnes,02-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,100.00","6,250.00","5,450.00",Rs./Quintal,3.5,Metric Tonnes,02-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,150.00","3,100.00","2,650.00",Rs./Quintal,1.5,Metric Tonnes,01-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,100.00","3,850.00","3,650.00",Rs./Quintal,1,Metric Tonnes,01-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,100.00","6,050.00","5,150.00",Rs./Quintal,3,Metric Tonnes,01-12-2025
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Broken Rice,Local,"2,200.00","3,075.00","2,650.00",Rs./Quintal,1,Metric Tonnes,01-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Coarse,Local,"3,100.00","4,050.00","3,650.00",Rs./Quintal,2.5,Metric Tonnes,01-01-2026
Karnataka,Kalburgi,Kalburgi APMC,Cereals,Rice,Fine,Local,"4,250.00","6,220.00","5,550.00",Rs./Quintal,3,Metric Tonnes,01-01-2026
Karnataka,Karwar(Uttar Kannad),Haliyala APMC,Cereals,Rice,Medium,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,30,Metric Tonnes,31-12-2025
Karnataka,Karwar(Uttar Kannad),Haliyala APMC,Cereals,Rice,Medium,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,30,Metric Tonnes,29-12-2025
Karnataka,Karwar(Uttar Kannad),Haliyala APMC,Cereals,Rice,Medium,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,35,Metric Tonnes,21-01-2026
Karnataka,Karwar(Uttar Kannad),Haliyala APMC,Cereals,Rice,Medium,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,35,Metric Tonnes,17-01-2026
Karnataka,Karwar(Uttar Kannad),Haliyala APMC,Cereals,Rice,Medium,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,30,Metric Tonnes,14-01-2026
Karnataka,Karwar(Uttar Kannad),Haliyala APMC,Cereals,Rice,Medium,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,31,Metric Tonnes,01-01-2026
Karnataka,Karwar(Uttar Kannad),Kumta APMC,Cereals,Rice,Dappa,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,3,Metric Tonnes,26-12-2025
Karnataka,Karwar(Uttar Kannad),Kumta APMC,Cereals,Rice,Dappa,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,90,Metric Tonnes,25-11-2025
Karnataka,Karwar(Uttar Kannad),Kumta APMC,Cereals,Rice,Dappa,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,36,Metric Tonnes,20-11-2025
Karnataka,Karwar(Uttar Kannad),Kumta APMC,Cereals,Rice,Broken Rice,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,16,Metric Tonnes,18-12-2025
Karnataka,Karwar(Uttar Kannad),Kumta APMC,Cereals,Rice,Dappa,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,20,Metric Tonnes,18-11-2025
Karnataka,Karwar(Uttar Kannad),Kumta APMC,Cereals,Rice,Broken Rice,Local,"4,400.00","4,400.00","4,400.00",Rs./Quintal,0.4,Metric Tonnes,16-12-2025
Karnataka,Karwar(Uttar Kannad),Kumta APMC,Cereals,Rice,Dappa,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,40,Metric Tonnes,15-11-2025
Karnataka,Karwar(Uttar Kannad),Kumta APMC,Cereals,Rice,Dappa,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,40,Metric Tonnes,13-11-2025
Karnataka,Karwar(Uttar Kannad),Kumta APMC,Cereals,Rice,Dappa,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,56,Metric Tonnes,11-11-2025
Karnataka,Karwar(Uttar Kannad),Kumta APMC,Cereals,Rice,Dappa,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,40,Metric Tonnes,07-11-2025
Karnataka,Karwar(Uttar Kannad),Kumta APMC,Cereals,Rice,Dappa,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,12,Metric Tonnes,04-12-2025
Karnataka,Karwar(Uttar Kannad),Mundgod APMC,Cereals,Rice,Broken Rice,Local,"2,600.00","2,600.00","2,600.00",Rs./Quintal,58,Metric Tonnes,29-12-2025
Karnataka,Karwar(Uttar Kannad),Sirsi APMC,Cereals,Rice,Fine,Local,"3,850.00","3,850.00","3,850.00",Rs./Quintal,0.1,Metric Tonnes,29-12-2025
Karnataka,Karwar(Uttar Kannad),Sirsi APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.1,Metric Tonnes,22-12-2025
Karnataka,Karwar(Uttar Kannad),Sirsi APMC,Cereals,Rice,Fine,Local,"7,400.00","7,400.00","7,400.00",Rs./Quintal,1,Metric Tonnes,22-12-2025
Karnataka,Karwar(Uttar Kannad),Sirsi APMC,Cereals,Rice,Broken Rice,Local,"1,900.00","2,000.00","2,000.00",Rs./Quintal,0.8,Metric Tonnes,19-01-2026
Karnataka,Karwar(Uttar Kannad),Sirsi APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,000.00","2,000.00",Rs./Quintal,1.9,Metric Tonnes,10-12-2025
Karnataka,Karwar(Uttar Kannad),Sirsi APMC,Cereals,Rice,Fine,Local,"5,160.00","5,160.00","5,160.00",Rs./Quintal,15,Metric Tonnes,09-12-2025
Karnataka,Karwar(Uttar Kannad),Sirsi APMC,Cereals,Rice,Coarse,Local,"3,600.00","3,600.00","3,600.00",Rs./Quintal,0.8,Metric Tonnes,05-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,700.00","2,529.00",Rs./Quintal,81.2,Metric Tonnes,31-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,500.00","2,748.00",Rs./Quintal,164.9,Metric Tonnes,31-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,300.00","3,500.00","2,541.00",Rs./Quintal,93.5,Metric Tonnes,30-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,700.00","2,530.00",Rs./Quintal,74.2,Metric Tonnes,29-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,000.00","2,505.00",Rs./Quintal,240.3,Metric Tonnes,29-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,300.00","2,800.00","2,500.00",Rs./Quintal,143.8,Metric Tonnes,29-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,000.00","2,800.00",Rs./Quintal,525.5,Metric Tonnes,29-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,324.1,Metric Tonnes,28-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,000.00","2,700.00",Rs./Quintal,676.6,Metric Tonnes,28-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,500.00","2,300.00",Rs./Quintal,443.8,Metric Tonnes,27-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,500.00","3,000.00","2,900.00",Rs./Quintal,869.8,Metric Tonnes,27-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,500.00","2,500.00","2,370.00",Rs./Quintal,701.3,Metric Tonnes,26-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,500.00","2,685.00",Rs./Quintal,493.9,Metric Tonnes,26-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","2,700.00","2,500.00",Rs./Quintal,10,Metric Tonnes,25-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,500.00","2,500.00","2,300.00",Rs./Quintal,55.4,Metric Tonnes,24-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","2,700.00","2,486.00",Rs./Quintal,672.8,Metric Tonnes,24-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","3,000.00","2,800.00",Rs./Quintal,17,Metric Tonnes,23-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"1,500.00","3,000.00","2,500.00",Rs./Quintal,57.2,Metric Tonnes,23-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"3,000.00","4,000.00","3,600.00",Rs./Quintal,155.9,Metric Tonnes,22-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","2,700.00","2,500.00",Rs./Quintal,161.4,Metric Tonnes,22-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,700.00","2,500.00",Rs./Quintal,30,Metric Tonnes,21-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,000.00","2,636.00",Rs./Quintal,508.5,Metric Tonnes,21-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,500.00","2,700.00","2,300.00",Rs./Quintal,80.9,Metric Tonnes,20-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,500.00","3,500.00","2,700.00",Rs./Quintal,316.4,Metric Tonnes,20-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","3,000.00","2,518.00",Rs./Quintal,60.3,Metric Tonnes,20-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,000.00","2,699.00",Rs./Quintal,"1,077.40",Metric Tonnes,20-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,700.00","2,564.00",Rs./Quintal,122.5,Metric Tonnes,19-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,500.00","3,000.00","2,878.00",Rs./Quintal,265.5,Metric Tonnes,19-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"4,000.00","4,700.00","4,500.00",Rs./Quintal,"1,454.60",Metric Tonnes,19-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,500.00","2,500.00","2,177.00",Rs./Quintal,199,Metric Tonnes,19-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,500.00","3,000.00","2,827.00",Rs./Quintal,273.3,Metric Tonnes,19-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,500.00","2,331.00",Rs./Quintal,121.8,Metric Tonnes,18-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"1,500.00","3,000.00","2,850.00",Rs./Quintal,415.4,Metric Tonnes,18-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Coarse (I.R.20),Local,"3,000.00","3,700.00","3,500.00",Rs./Quintal,452.5,Metric Tonnes,18-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,500.00","2,300.00","2,028.00",Rs./Quintal,49.8,Metric Tonnes,17-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,500.00","2,550.00",Rs./Quintal,645,Metric Tonnes,17-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,500.00","2,150.00",Rs./Quintal,0.8,Metric Tonnes,16-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","2,900.00","2,702.00",Rs./Quintal,"1,204.00",Metric Tonnes,16-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,500.00","3,000.00","2,092.00",Rs./Quintal,334.2,Metric Tonnes,16-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"1,500.00","3,000.00","2,602.00",Rs./Quintal,"2,267.10",Metric Tonnes,16-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,500.00","2,289.00",Rs./Quintal,50.1,Metric Tonnes,15-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","2,500.00","2,200.00",Rs./Quintal,30,Metric Tonnes,15-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,000.00","2,300.00","2,000.00",Rs./Quintal,490.6,Metric Tonnes,14-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,300.00","3,000.00",Rs./Quintal,218.1,Metric Tonnes,14-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,500.00","3,000.00","2,862.00",Rs./Quintal,177.9,Metric Tonnes,14-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","2,700.00","2,500.00",Rs./Quintal,17.5,Metric Tonnes,13-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,000.00","2,500.00","2,094.00",Rs./Quintal,16.6,Metric Tonnes,13-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"1,500.00","3,500.00","2,463.00",Rs./Quintal,401.1,Metric Tonnes,13-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,800.00","2,600.00",Rs./Quintal,79.9,Metric Tonnes,12-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,000.00","2,700.00",Rs./Quintal,409.1,Metric Tonnes,12-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","3,000.00","2,600.00",Rs./Quintal,461.4,Metric Tonnes,12-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"3,000.00","3,600.00","3,500.00",Rs./Quintal,"2,431.80",Metric Tonnes,12-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,000.00","2,000.00","1,880.00",Rs./Quintal,30.3,Metric Tonnes,12-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,000.00","2,628.00",Rs./Quintal,555.1,Metric Tonnes,12-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,500.00","2,220.00",Rs./Quintal,57,Metric Tonnes,11-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,500.00","3,500.00","3,089.00",Rs./Quintal,433.2,Metric Tonnes,11-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,500.00","2,100.00",Rs./Quintal,356.2,Metric Tonnes,11-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,200.00","3,000.00",Rs./Quintal,"1,093.40",Metric Tonnes,11-11-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,500.00","2,300.00","2,000.00",Rs./Quintal,26.8,Metric Tonnes,10-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,500.00","3,200.00","3,000.00",Rs./Quintal,"1,007.60",Metric Tonnes,10-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,700.00","2,500.00",Rs./Quintal,61.5,Metric Tonnes,09-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,500.00","3,000.00","2,700.00",Rs./Quintal,383.3,Metric Tonnes,09-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,500.00","2,300.00","2,000.00",Rs./Quintal,60,Metric Tonnes,09-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,000.00","2,661.00",Rs./Quintal,534.3,Metric Tonnes,09-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,500.00","2,200.00",Rs./Quintal,150.9,Metric Tonnes,08-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,000.00","2,450.00",Rs./Quintal,"1,208.40",Metric Tonnes,08-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,500.00","2,500.00","2,141.00",Rs./Quintal,227.4,Metric Tonnes,08-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","3,500.00","2,429.00",Rs./Quintal,310.3,Metric Tonnes,08-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,500.00","2,000.00","1,900.00",Rs./Quintal,12,Metric Tonnes,07-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,500.00","3,000.00","2,619.00",Rs./Quintal,497.7,Metric Tonnes,07-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,500.00","2,140.00",Rs./Quintal,60.5,Metric Tonnes,06-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"3,000.00","3,500.00","3,200.00",Rs./Quintal,379.3,Metric Tonnes,06-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,000.00","2,500.00","2,153.00",Rs./Quintal,191.1,Metric Tonnes,06-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,500.00","2,000.00","1,800.00",Rs./Quintal,143.3,Metric Tonnes,05-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,700.00","3,000.00","2,900.00",Rs./Quintal,229.6,Metric Tonnes,05-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,500.00","2,500.00","2,135.00",Rs./Quintal,92.6,Metric Tonnes,05-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","2,700.00","2,545.00",Rs./Quintal,240.4,Metric Tonnes,05-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"1,000.00","2,000.00","1,800.00",Rs./Quintal,313.1,Metric Tonnes,04-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,000.00","2,700.00","2,585.00",Rs./Quintal,272.8,Metric Tonnes,04-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,700.00","2,500.00",Rs./Quintal,213.6,Metric Tonnes,03-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,700.00","3,500.00","3,100.00",Rs./Quintal,508.9,Metric Tonnes,03-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,500.00","3,000.00","2,782.00",Rs./Quintal,119.7,Metric Tonnes,03-01-2026
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,Broken Rice,Local,"2,000.00","2,500.00","2,200.00",Rs./Quintal,375.8,Metric Tonnes,02-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,500.00","3,500.00","3,100.00",Rs./Quintal,907.4,Metric Tonnes,02-12-2025
Karnataka,Kolar,Bangarpet APMC,Cereals,Rice,IR 20,Local,"2,500.00","3,000.00","2,887.00",Rs./Quintal,53.6,Metric Tonnes,02-01-2026
Karnataka,Kolar,Chintamani APMC,Cereals,Rice,Sona,Local,"3,580.00","4,750.00","3,945.00",Rs./Quintal,54.6,Metric Tonnes,31-12-2025
Karnataka,Kolar,Chintamani APMC,Cereals,Rice,Sona,Local,"4,000.00","5,000.00","4,100.00",Rs./Quintal,6.5,Metric Tonnes,01-01-2026
